team_id,team_name,league,arena_name,bleachers_capacity,bleachers_price,lower_tier_capacity,lower_tier_price,courtside_capacity,courtside_price,luxury_capacity,luxury_price,total_capacity,avg_est_revenue_per_game,avg_fill_pct,W,L,PF,PA,win_pct,point_diff
65156,Recife SharksAA0,III.9,Tuba Square Garden,5438,12,500,60,60,150,2,1000,6000,87889,82,7,3,1181,1179,0.700,2
32791,Hanamichis Squad,III.9,Marcelin Stadium,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1222,1168,0.600,54
65473,Power Ballers,III.9,Mega Arena,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1207,1164,0.600,43
67648,tropa do malvadão,III.9,base do miranha,5438,10,500,35,60,100,2,800,6000,79426,100,6,4,1194,1164,0.600,30
32566,Renas Palace,III.9,Renas Stadium,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1137,1142,0.500,-5
66759,HOPSTAR,III.9,BEERGOD,5438,15,500,50,60,100,2,1000,6000,78456,60,5,5,1185,1195,0.500,-10
24599,Guarani18,III.9,Bebior,5438,10,500,35,60,100,2,800,6000,79480,100,4,6,1112,1135,0.400,-23
32120,Pina Green Goblins,III.9,Pineapple Express Arena,5438,10,500,50,60,150,2,1000,6000,90380,100,2,8,1056,1161,0.200,-105
67326,hugo87,III.9,hugo13,5438,10,500,35,60,100,2,800,6000,78692,99,8,2,1169,1119,0.800,50
24684,Teiku,III.9,Tetsuya,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,1165,1098,0.700,67
65235,Blue City Lions,III.9,Arena Sac Milch,5438,10,500,35,60,100,2,800,6000,79402,100,6,4,1183,1153,0.600,30
65788,EC.BAHIA,III.9,Polski,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1130,1103,0.500,27
24633,Rio de Janeiro Lions,III.9,Arena FTL,5438,10,500,35,60,100,2,800,6000,71992,88,5,5,1158,1176,0.500,-18
66563,Pé de Pano,III.9,Pé de Pano Dome,5438,10,500,35,60,100,2,800,6000,79480,100,4,6,1083,1125,0.400,-42
67933,ProgStars BC,III.9,Singularity Stadium,5438,20,500,70,60,200,2,1000,6000,73362,38,2,8,1146,1189,0.200,-43
65884,skVd,III.9,Quadra do Bairro,5438,10,500,35,60,100,2,800,6000,79480,100,2,8,1098,1155,0.200,-57
67535,Campos Penguins,III.10,Godofredo Cruz,5438,10,500,35,60,100,2,800,6000,74436,92,8,2,1075,1018,0.800,57
67129,Blue Coat Favorites,III.10,Nene Hilario Hall,5438,10,500,35,60,100,2,800,6000,78960,99,8,2,1079,1030,0.800,49
32592,AAARL,III.10,UERJ Congo Arena,5438,20,500,60,60,180,2,1200,6000,71412,37,6,4,1122,1105,0.600,17
24530,Red Howlers,III.10,Guariba,5438,11,500,36,60,101,2,801,6000,77787,88,5,5,1189,1185,0.500,4
68859,Cavaleiros Das Sombras,III.10,Fortaleza Das Sombras,5438,16,500,55,60,130,2,900,6000,84866,60,4,6,1108,1103,0.400,5
24589,Brasilia Dragons,III.10,Dragons Arena,5438,10,500,35,60,100,2,800,6000,79424,100,3,7,1089,1146,0.300,-57
32604,Ilha Pacers,III.10,Pacers Santos,5438,10,500,35,60,100,2,800,6000,75644,94,3,7,1108,1171,0.300,-63
24517,bollerdf,III.10,nilson nelson,5438,10,500,35,60,100,2,800,6000,79042,99,2,8,1126,1177,0.200,-51
32984,Almirante Club,III.10,Complexo Esportivo do Almirante,5438,10,500,35,60,100,2,800,6000,79276,100,10,0,1274,1204,1.000,70
32637,Moon Knights,III.10,Olympus Arena,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1118,1056,0.600,62
24490,miami hart,III.10,Staples Center,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1177,1152,0.600,25
65388,Faicivali Space,III.10,Jacks Arena,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1099,1130,0.500,-31
32473,D&D Hash,III.10,Arena Vicent Gurski,5438,10,500,35,60,100,2,800,6000,79480,100,4,6,1140,1121,0.400,19
65670,#Internacional,III.10,Beira-rio,5438,10,500,35,60,100,2,800,6000,71372,86,4,6,1086,1137,0.400,-51
68395,Blue Jays Saco do R,III.10,Blue Jays Saco do Romão Center,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,1133,1147,0.300,-14
32236,PNG SportsD6F,III.10,PNG Sports Arena,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,1128,1169,0.300,-41
66915,Clues Mambuquinha,III.11,Clues Mambuquinha Center,5438,10,500,35,60,100,2,800,6000,79480,100,8,2,1159,1060,0.800,99
32793,ada family,III.11,rocinha,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1122,1064,0.600,58
67892,MACONHISTAS,III.11,MACONHODROMO,5438,10,500,35,60,100,2,800,6000,65424,77,6,4,1160,1137,0.600,23
65517,Iguatema Heat,III.11,Janson Arena,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1041,1040,0.500,1
32976,Bartho Basketball,III.11,Bartho Arena,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,1102,1116,0.300,-14
32150,pássaros,III.11,os pássaros craque,5438,10,500,35,60,100,2,800,6000,78080,98,3,7,1142,1192,0.300,-50
24719,GTRDS,III.11,NETS,5438,10,500,35,60,100,2,800,6000,79186,100,2,8,1110,1152,0.200,-42
65660,Rising Ballers,III.11,Arena da Perdição,5438,20,500,70,60,197,2,1350,6000,107924,59,0,10,865,1195,0.000,-330
32287,Panzers B.C.,III.11,IVAN RODRIGUES,5438,20,500,65,60,190,2,1200,6000,72305,38,7,3,1108,1045,0.700,63
32916,Flamengoforrever,III.11,maracanãzinho,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,1132,1083,0.700,49
65606,Os Confederados,III.11,Phillips Arena,5438,9,500,31,60,110,2,900,6000,72842,100,7,3,1116,1095,0.700,21
65108,CavsMaths,III.11,Cavtown,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1174,1146,0.600,28
65119,Rangers United,III.11,Rangers Arena,5438,10,500,35,60,100,2,800,6000,78536,98,6,4,1116,1102,0.600,14
32670,Celtics BH,III.11,TD Garden,5438,10,500,35,60,100,2,800,6000,75308,93,5,5,1184,1108,0.500,76
32153,AstState,III.11,AstCity,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1069,1033,0.500,36
65174,superbol,III.11,tg b.c,5438,10,500,35,60,100,2,800,6000,70476,85,4,6,1092,1124,0.400,-32
67836,MARMELEIRO CELTAS,III.12,CELTAS ARENA,5438,10,500,32,60,125,2,800,6000,79480,100,8,2,1144,1082,0.800,62
32859,Eragon,III.12,Empire,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,1210,1186,0.700,24
32685,|•MONST∆RS•|6FA,III.12,AZULAO,5438,10,500,23,60,120,2,1500,6000,76080,100,6,4,1104,1080,0.600,24
32302,StockPickers,III.12,Wall Street,5438,10,500,35,60,100,2,800,6000,78666,99,5,5,1172,1170,0.500,2
65659,Sindicatis,III.12,Bigorna Arena,5438,16,500,55,60,150,2,1200,6000,83581,57,4,6,1146,1159,0.400,-13
32977,univercidade do chile,III.12,maracana,5438,10,500,35,60,100,2,800,6000,79480,100,4,6,1106,1150,0.400,-44
32580,Gandú Tupiniquim,III.12,Ice Hell II,5438,18,500,37,60,100,2,800,6000,60887,42,3,7,1086,1111,0.300,-25
33114,Flamengo united,III.12,Flamengase,5438,10,500,35,60,100,2,800,6000,79260,100,0,10,1046,1175,0.000,-129
65284,Brasília Candangos,III.12,Candanguinho Square Garden,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,1196,1118,0.700,78
65084,Free Throw Lajeado,III.12,Kubanakan,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,1193,1149,0.700,44
33054,Flamengo F.C,III.12,Ninho do Urubu,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1162,1136,0.600,26
32494,vitória ba basquete,III.12,BARRADÃO,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1148,1126,0.600,22
66979,Gladiators/Almenara,III.12,Arena Coliseu,5438,15,500,50,60,140,2,1000,6000,104541,86,5,5,1200,1171,0.500,29
32467,TeamSeventeen,III.12,Konoha,5438,10,500,35,60,100,2,800,6000,77906,97,5,5,1109,1125,0.500,-16
32499,Blackout FC513,III.12,Arena Blackout,5438,10,500,35,60,100,2,800,6000,68154,81,4,6,1087,1123,0.400,-36
65644,Rondon,III.12,Marechal Rondon,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,1105,1153,0.300,-48
32865,Grêmio Esportivo Ol,III.13,Arena Olímpica,5438,14,500,60,60,170,2,1600,6000,114380,94,10,0,999,711,1.000,288
65389,R.N Rosario,III.13,R.N Rosario Arena,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,973,846,0.600,127
32905,RGS Basketball,III.13,Centro de Tradições Gaúchas,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1020,1169,0.500,-149
32210,BANG FC,III.13,Caldeirão,5438,10,500,35,60,100,2,800,6000,79480,100,4,6,978,1084,0.400,-106
32352,Supremo Sannis,III.13,SS Center,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,963,1062,0.300,-99
65072,Tricordiano Basketb,III.13,Arena J.E.Brilhante,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,940,1138,0.300,-198
33125,nigga,III.13,niggaboy,5438,10,500,35,60,100,2,800,6000,79480,100,2,8,903,1160,0.200,-257
24510,TávolaRedonda,III.13,TávolaStadium,5438,10,500,35,60,100,2,800,6000,79480,100,1,9,1040,1176,0.100,-136
24569,Iron Lions,III.13,Iron Lions Arena,8438,10,670,25,101,80,8,500,9217,104410,91,9,1,1106,621,0.900,485
65243,Demiurgo shiny,III.13,Zaplemix,5438,12,500,40,60,111,2,820,6000,93556,100,9,1,1182,756,0.900,426
24592,Red Bull Team,III.13,Arena Bull,5438,11,500,40,60,110,2,800,6000,75905,82,8,2,1153,1010,0.800,143
65797,Sorocaba Vikings77E,III.13,Soro Arena,5438,10,500,35,60,100,2,800,6000,76014,94,6,4,1088,1043,0.600,45
32419,Jaconé,III.13,Centro de Basquete Jaconé,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,1023,1066,0.600,-43
65160,Desvendando Mitos,III.13,Ironia,7938,10,500,45,60,150,2,900,8500,100978,86,4,6,845,918,0.400,-73
24775,Recife Mariners,III.13,Recife Mariners Arena,5438,10,500,35,60,100,2,800,6000,79480,100,2,8,876,1095,0.200,-219
32901,Los bagres,III.13,Tilapia,5438,10,500,35,60,100,2,800,6000,79480,100,2,8,898,1132,0.200,-234
69019,Kattina,III.14,Arena Kattina,5800,13,600,55,90,170,7,1100,6497,126896,98,10,0,1218,570,1.000,648
24808,Kabeça grande basqu,III.14,Ginásio Muringa,5438,10,500,35,60,100,2,800,6000,79480,100,8,2,990,871,0.800,119
65979,PowerPuff Girls,III.14,Townsville,9438,10,500,35,60,100,2,800,10000,81554,62,7,3,865,836,0.700,29
65170,Natal SixSevenGoatAura,III.14,Munikeh,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1073,1132,0.500,-59
65288,Mogi Basquete,III.14,Hugão,5438,10,500,35,60,100,2,800,6000,79480,100,4,6,990,1079,0.400,-89
65540,Kwakwani Stars,III.14,Sports Hall,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,913,1111,0.300,-198
68335,Blaze_Family,III.14,Blaze-Cassinos,5438,10,500,35,60,100,2,900,6000,79680,100,3,7,952,1156,0.300,-204
65343,Alsnac,III.14,Max,5438,10,500,35,60,100,2,800,6000,79480,100,1,9,946,1101,0.100,-155
65274,Real Supremo Sannis,III.14,SS Center,7000,12,700,50,150,185,5,1350,7855,127041,83,10,0,1196,443,1.000,753
32443,ilha falcons,III.14,ninho do falcão,5458,14,700,40,70,115,10,815,6238,108729,86,6,4,904,877,0.600,27
33003,Golden State Shooters,III.14,SoFi Stadium,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,1017,1091,0.500,-74
32711,Brasília Dragons,III.14,Ninho do Dragão,5438,18,500,70,60,200,2,1600,6000,129407,83,5,5,979,1082,0.500,-103
65828,NassrsL,III.14,Ginásio NassrsL,5438,10,500,35,60,100,2,800,6000,79480,100,5,5,827,1028,0.500,-201
32547,Tips,III.14,Tips Arena,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,999,1076,0.300,-77
32545,Boca iuva,III.14,Baca arena,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,1044,1171,0.300,-127
32587,Spaces B.C,III.14,Arena Spaces,5438,10,500,35,60,100,2,800,6000,79480,100,2,8,774,1063,0.200,-289
67875,Castelo Basquete,III.15,Ginasio EEEFM João Bley,5938,12,500,55,200,150,10,1000,6648,120736,99,10,0,1049,642,1.000,407
24703,Time do Povo,III.15,Neo Arena,5438,10,500,35,60,100,2,800,6000,58710,55,7,3,1010,886,0.700,124
32771,M6ia Nov9 Club,III.15,Bed Ortobon Stadium,5438,12,500,40,60,120,2,1000,6000,94010,99,6,4,963,893,0.600,70
32937,Santo André Saints,III.15,Bridgestone Arena,5438,10,500,35,60,100,2,800,6000,79480,100,6,4,891,952,0.600,-61
33006,pokemon,III.15,charmed,5438,10,500,35,60,100,2,800,6000,79284,100,4,6,835,967,0.400,-132
24584,Tubarão,III.15,Tubarão Arena,5438,10,500,35,60,100,2,800,6000,78726,99,3,7,905,1018,0.300,-113
66857,Harlem Knicks,III.15,The Rucker,5438,10,500,35,60,100,2,800,6000,78136,98,2,8,808,939,0.200,-131
65735,Mbal,III.15,Mmmbb,5438,10,500,35,60,100,2,800,6000,78474,98,1,9,729,971,0.100,-242
32692,Blumenau Drunkers,III.15,Drunk Arena,7738,12,900,60,135,162,9,854,8782,129983,83,10,0,1072,552,1.000,520
32864,Braga Monsters,III.15,Vera Cruz,7500,12,700,50,105,120,6,1200,8311,119850,87,8,2,961,836,0.800,125
65339,Novo Mundo Last Dance,III.15,Novo Mundo Last Dance Arena,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,965,875,0.700,90
32662,Honda Fever,III.15,Honda Fever Stadium,5438,10,500,35,60,100,2,800,6000,79256,100,5,5,872,952,0.500,-80
68835,Gurizes,III.15,Gurizes Ginasio,5438,10,500,35,60,100,2,800,6000,77068,96,4,6,847,884,0.400,-37
65113,X-Salada,III.15,X-Salada Stadium,5438,10,500,35,60,100,2,800,6000,79480,100,3,7,694,892,0.300,-198
32988,Sharpshooters,III.15,Sharpshooters Arena,6020,12,560,44,108,119,8,892,6696,92273,82,3,7,771,993,0.300,-222
32205,Lepra Leões,III.15,Lepra Stadium,5438,10,500,35,60,100,2,800,6000,75414,93,1,9,880,1000,0.100,-120
65443,Vida Reluz,III.16,Arena Santa Mônica,8438,10,500,35,60,100,2,800,9000,97480,87,9,1,1125,768,0.900,357
32401,Heuer,III.16,Vicenzo Arena,6288,11,720,50,145,145,12,1000,7165,117090,91,8,2,1036,717,0.800,319
68459,White Toucans,III.16,Tropical Storm Arena,5438,10,500,35,60,100,2,800,6000,79480,100,7,3,834,833,0.700,1
32140,Royal Fenix Bruxelles,III.16,St. King Stadium,6438,10,500,35,60,100,2,800,7000,88522,99,6,4,945,854,0.600,91
68465,Caiçara AC,III.16,Caiçara AC Arena,5738,12,650,21,60,188,2,1314,6450,92911,86,4,6,878,927,0.400,-49
32524,POÇÕES,III.16,HERALDÃO,5438,10,500,35,60,100,2,800,6000,78154,98,3,7,689,991,0.300,-302
65643,sampaio,III.16,castelinho,5438,10,500,35,60,100,2,800,6000,76120,94,2,8,772,1066,0.200,-294
65840,Buffalos Blizzard,III.16,BliArena,5438,10,500,35,60,100,2,800,6000,79480,100,2,8,694,1052,0.200,-358
67862,Italianos FC,III.16,Coliseu Allianz,6538,14,560,38,90,115,8,1000,7196,130580,99,9,1,1181,594,0.900,587
32315,Diogo Cão Ballers,III.16,Arena Diogo Cão,6538,11,550,37,80,110,2,820,7170,99852,96,9,1,1195,625,0.900,570
67771,Porto Real Guriaus,III.16,Italianos,7673,8,1022,35,295,95,10,900,9000,122008,91,8,2,1169,840,0.800,329
32207,Volibears mossoroense,III.16,20conto70conto,5438,11,500,38,60,100,2,820,6000,86458,100,6,4,953,970,0.600,-17
24748,Los Angeles Bills,III.16,The Domo,5438,10,500,35,60,100,2,800,6000,78558,98,3,7,703,1009,0.300,-306
32542,Bravo,III.16,Bravum,5438,10,500,35,60,100,2,800,6000,77456,97,3,7,649,1025,0.300,-376
32681,Sport Club do Recife,III.16,Ilha do Retiro,5438,10,500,35,60,100,2,800,6000,79032,99,1,9,715,963,0.100,-248
32558,Cristio,III.16,Stadio,5438,10,500,35,60,100,2,800,6000,77910,97,0,10,739,1043,0.000,-304
